"id","group","day"
"43833",32,"Fri"
"291511",32,"Fri"
"1620753",32,"Fri"
"1882651",32,"Fri"
"121980",33,"Fri"
"943291",33,"Fri"
"1779722",34,"Fri"
"1916572",34,"Fri"
"41879",35,"Fri"
"84438",35,"Fri"
"525850",35,"Fri"
"1715723",35,"Fri"
"10371",36,"Fri"
"1591840",36,"Fri"
"330141",37,"Fri"
"1257239",37,"Fri"
"1413244",37,"Fri"
"399477",38,"Fri"
"1382429",38,"Fri"
"1491001",38,"Fri"
"1910777",38,"Fri"
"277883",39,"Fri"
"867873",39,"Fri"
"922651",39,"Fri"
"1666428",39,"Fri"
"614566",40,"Fri"
"945959",40,"Fri"
"1288298",40,"Fri"
"1739582",40,"Fri"
"11269",41,"Fri"
"371361",41,"Fri"
"408012",41,"Fri"
"1671980",41,"Fri"
"1156155",42,"Fri"
"1295908",42,"Fri"
"175741",43,"Fri"
"646993",43,"Fri"
"1136963",43,"Fri"
"156268",44,"Fri"
"254029",44,"Fri"
"1106999",44,"Fri"
"1107890",44,"Fri"
"615627",45,"Fri"
"1478594",45,"Fri"
"605020",46,"Fri"
"1229444",46,"Fri"
"1233488",46,"Fri"
"306076",47,"Fri"
"705064",47,"Fri"
"877394",47,"Fri"
"1086857",47,"Fri"
"15712",48,"Fri"
"1201599",48,"Fri"
"173490",49,"Fri"
"413328",49,"Fri"
"555649",49,"Fri"
"1058644",49,"Fri"
"331284",50,"Fri"
"1185012",50,"Fri"
"2065364",50,"Fri"
"668484",51,"Fri"
"1901189",51,"Fri"
"328117",52,"Fri"
"520054",52,"Fri"
"1660730",52,"Fri"
"1809394",52,"Fri"
"314497",53,"Fri"
"473425",53,"Fri"
"624964",53,"Fri"
"2050303",53,"Fri"
"1035740",54,"Fri"
"1174886",54,"Fri"
"1713815",54,"Fri"
"639466",55,"Fri"
"725019",55,"Fri"
"1088678",55,"Fri"
"1201815",55,"Fri"
"1209830",56,"Fri"
"1323905",56,"Fri"
"73832",57,"Fri"
"1596977",57,"Fri"
"868222",58,"Fri"
"976932",58,"Fri"
"516163",59,"Fri"
"1087254",59,"Fri"
"570267",60,"Fri"
"1218201",60,"Fri"
"1680353",60,"Fri"
"20448",61,"Fri"
"1201079",61,"Fri"
"1685011",61,"Fri"
"2066972",61,"Fri"
"494254",62,"Fri"
"970012",62,"Fri"
"1261486",62,"Fri"
"1880065",62,"Fri"
"1903719",62,"Fri"
"635878",63,"Fri"
"726680",63,"Fri"
"1121586",63,"Fri"
"711301",64,"Fri"
"857166",64,"Fri"
"1363381",64,"Fri"
"1381070",65,"Fri"
"1611783",65,"Fri"
"544439",66,"Fri"
"942816",66,"Fri"
"990811",67,"Fri"
"1519004",67,"Fri"
"1642758",67,"Fri"
"96972",68,"Fri"
"1492555",68,"Fri"
"1205461",69,"Fri"
"1607917",69,"Fri"
"766528",70,"Fri"
"1784467",70,"Fri"
"137608",71,"Fri"
"154595",71,"Fri"
"386827",71,"Fri"
"651835",71,"Fri"
"1322523",71,"Fri"
"1971223",71,"Fri"
"196239",72,"Fri"
"213290",72,"Fri"
"919935",72,"Fri"
"973062",72,"Fri"
"1138286",73,"Fri"
"1429549",73,"Fri"
"1197774",74,"Fri"
"1426952",74,"Fri"
"2010176",74,"Fri"
"247384",75,"Fri"
"1187902",75,"Fri"
"1523933",75,"Fri"
"1629590",75,"Fri"
"187130",76,"Fri"
"205315",76,"Fri"
"669571",76,"Fri"
"737536",76,"Fri"
"386585",77,"Fri"
"1430968",77,"Fri"
"1616474",78,"Fri"
"1627198",78,"Fri"
"1696753",78,"Fri"
"1326863",79,"Fri"
"1456874",79,"Fri"
"2022703",80,"Fri"
"1039362",80,"Fri"
"119477",81,"Fri"
"146240",81,"Fri"
"618704",81,"Fri"
"1075494",81,"Fri"
"1707585",81,"Fri"
"1848529",81,"Fri"
"2094648",81,"Fri"
"142394",82,"Fri"
"880807",82,"Fri"
"968967",82,"Fri"
"1208151",82,"Fri"
"1437636",82,"Fri"
"1509021",82,"Fri"
"1612579",82,"Fri"
"1791156",82,"Fri"
"248178",83,"Fri"
"643918",83,"Fri"
"918404",83,"Fri"
"1048798",83,"Fri"
"275317",84,"Fri"
"327024",84,"Fri"
"646215",84,"Fri"
"767374",84,"Fri"
"864973",84,"Fri"
"1298361",84,"Fri"
"1612584",84,"Fri"
"1813262",84,"Fri"
"376187",85,"Fri"
"821837",85,"Fri"
"839308",85,"Fri"
"1495587",85,"Fri"
"1633558",85,"Fri"
"1744503",85,"Fri"
"1996962",85,"Fri"
"636911",86,"Fri"
"682679",86,"Fri"
"897257",86,"Fri"
"1255453",86,"Fri"
"1639202",86,"Fri"
"1687983",86,"Fri"
"1991646",86,"Fri"
"712357",87,"Fri"
"1649471",87,"Fri"
"1013602",88,"Fri"
"1030195",88,"Fri"
"1086555",88,"Fri"
"1094296",88,"Fri"
"1178625",88,"Fri"
"1227574",88,"Fri"
"1533011",88,"Fri"
"105151",89,"Fri"
"193473",89,"Fri"
"793595",90,"Fri"
"1941845",90,"Fri"
"15715",91,"Fri"
"370579",91,"Fri"
"1849623",91,"Fri"
"1943386",91,"Fri"
"46326",92,"Fri"
"218084",92,"Fri"
"269197",93,"Fri"
"442925",93,"Fri"
"1308960",93,"Fri"
"1367476",93,"Fri"
"2046019",93,"Fri"
"702567",94,"Fri"
"1268786",94,"Fri"
"1516513",95,"Fri"
"1737684",95,"Fri"
"656653",96,"Fri"
"749964",96,"Fri"
"794083",96,"Fri"
"1633457",96,"Fri"
"674952",97,"Fri"
"1314513",97,"Fri"
"1828090",97,"Fri"
"154530",98,"Fri"
"1932290",98,"Fri"
"884921",99,"Fri"
"1216773",99,"Fri"
"1406001",99,"Fri"
"208364",100,"Fri"
"801106",100,"Fri"
"845135",100,"Fri"
"1549048",100,"Fri"
"258503",101,"Fri"
"432283",101,"Fri"
"801862",101,"Fri"
"1897980",101,"Fri"
"328274",102,"Fri"
"891183",102,"Fri"
"881043",103,"Fri"
"1095836",103,"Fri"
"1343758",103,"Fri"
"1504898",103,"Fri"
"1346459",104,"Fri"
"1855484",104,"Fri"
"183761",105,"Fri"
"290711",105,"Fri"
"855830",105,"Fri"
"132087",106,"Fri"
"1700834",106,"Fri"
"2036467",107,"Fri"
"2048678",107,"Fri"
"289181",108,"Fri"
"1319731",108,"Fri"
"1563653",108,"Fri"
"1710420",108,"Fri"
"1912164",108,"Fri"
"985980",109,"Fri"
"1418361",109,"Fri"
"1743546",109,"Fri"
"268968",110,"Fri"
"1807119",110,"Fri"
"774775",111,"Fri"
"1132076",111,"Fri"
"835640",112,"Fri"
"1988493",112,"Fri"
"440242",113,"Fri"
"1116214",113,"Fri"
"715332",114,"Fri"
"1491271",114,"Fri"
"703402",115,"Fri"
"1914254",115,"Fri"
"2085655",115,"Fri"
"1629621",116,"Fri"
"983590",116,"Fri"
"241275",116,"Fri"
"2043478",116,"Fri"
"1783991",117,"Fri"
"1843348",117,"Fri"
"370786",118,"Fri"
"634474",118,"Fri"
"1187497",118,"Fri"
"2075504",118,"Fri"
"557591",119,"Fri"
"863925",119,"Fri"
"1668273",119,"Fri"
"573455",120,"Fri"
"870289",120,"Fri"
"1698283",120,"Fri"
"1392457",121,"Fri"
"1723510",121,"Fri"
"121066",122,"Fri"
"460630",122,"Fri"
"539156",122,"Fri"
"921389",123,"Fri"
"1295204",123,"Fri"
"1991023",123,"Fri"
"1557125",124,"Fri"
"1618488",124,"Fri"
"1700037",124,"Fri"
"878878",125,"Fri"
"1033337",125,"Fri"
"1171409",125,"Fri"
"1196605",125,"Fri"
"1850479",125,"Fri"
"76731",126,"Fri"
"391338",126,"Fri"
"561890",127,"Fri"
"602428",127,"Fri"
"618278",127,"Fri"
"1803705",127,"Fri"
"346310",128,"Fri"
"617164",128,"Fri"
"924388",128,"Fri"
"1182572",128,"Fri"
"1254510",128,"Fri"
"560979",129,"Fri"
"875548",129,"Fri"
"1066335",129,"Fri"
"433010",130,"Fri"
"770923",130,"Fri"
"929532",130,"Fri"
"4908",131,"Fri"
"225622",131,"Fri"
"325528",131,"Fri"
"795501",131,"Fri"
"973665",131,"Fri"
"1747170",131,"Fri"
"1932928",131,"Fri"
"2013273",131,"Fri"
"48628",132,"Fri"
"250943",132,"Fri"
"374824",132,"Fri"
"375714",132,"Fri"
"597706",132,"Fri"
"875692",132,"Fri"
"1342832",132,"Fri"
"1695328",132,"Fri"
"1840656",132,"Fri"
"2068147",132,"Fri"
"134366",133,"Fri"
"149913",133,"Fri"
"265272",133,"Fri"
"422666",133,"Fri"
"428815",133,"Fri"
"678642",133,"Fri"
"1940081",133,"Fri"
"1942625",133,"Fri"
"506611",134,"Fri"
"574210",134,"Fri"
"652484",134,"Fri"
"766395",134,"Fri"
"997011",134,"Fri"
"1242167",134,"Fri"
"1371106",134,"Fri"
"1522908",134,"Fri"
"1813824",134,"Fri"
"1846280",134,"Fri"
"2015129",134,"Fri"
"723987",135,"Fri"
"918616",135,"Fri"
"1155879",135,"Fri"
"1234605",135,"Fri"
"1314558",135,"Fri"
"1595784",135,"Fri"
"2089499",135,"Fri"
"25747",136,"Fri"
"675710",136,"Fri"
"717503",136,"Fri"
"1511397",136,"Fri"
"2054562",136,"Fri"
"797787",137,"Fri"
"2007242",137,"Fri"
"822936",138,"Fri"
"943772",138,"Fri"
"184573",139,"Fri"
"197158",139,"Fri"
"1649682",139,"Fri"
"1245273",140,"Fri"
"2035400",140,"Fri"
"1370805",141,"Fri"
"1760129",141,"Fri"
"114521",142,"Fri"
"827389",142,"Fri"
"1617541",142,"Fri"
"1827053",142,"Fri"
"21665",143,"Fri"
"174974",143,"Fri"
"504300",143,"Fri"
"1108483",143,"Fri"
"1446356",143,"Fri"
"1480703",143,"Fri"
"36486",144,"Fri"
"291785",144,"Fri"
"647535",144,"Fri"
"821721",144,"Fri"
"941906",144,"Fri"
"1221753",144,"Fri"
"1334972",144,"Fri"
"74616",145,"Fri"
"393107",145,"Fri"
"583339",145,"Fri"
"731443",145,"Fri"
"779535",145,"Fri"
"918738",145,"Fri"
"947320",145,"Fri"
"1128580",145,"Fri"
"217150",146,"Fri"
"563629",146,"Fri"
"824998",146,"Fri"
"1012664",146,"Fri"
"1246313",146,"Fri"
"1937657",146,"Fri"
"1970360",146,"Fri"
"220592",147,"Fri"
"223773",147,"Fri"
"619203",147,"Fri"
"755524",147,"Fri"
"1248270",147,"Fri"
"1681027",147,"Fri"
"1908858",147,"Fri"
"273492",148,"Fri"
"1399755",148,"Fri"
"1425469",148,"Fri"
"1427875",148,"Fri"
"1432187",148,"Fri"
"1514680",148,"Fri"
"1912012",148,"Fri"
"286210",149,"Fri"
"444761",149,"Fri"
"530908",149,"Fri"
"810123",149,"Fri"
"856067",149,"Fri"
"1381640",149,"Fri"
"1643467",149,"Fri"
"1967769",149,"Fri"
"462736",150,"Fri"
"703296",150,"Fri"
"985277",150,"Fri"
"992045",150,"Fri"
"1300247",150,"Fri"
"1388162",150,"Fri"
"1800174",150,"Fri"
"500215",151,"Fri"
"933372",151,"Fri"
"938197",151,"Fri"
"1192794",151,"Fri"
"1446246",151,"Fri"
"1509307",151,"Fri"
"1623035",151,"Fri"
"546825",152,"Fri"
"695020",152,"Fri"
"938179",152,"Fri"
"1250941",152,"Fri"
"1426301",152,"Fri"
"1588412",152,"Fri"
"1899557",152,"Fri"
"45840",153,"Fri"
"811356",153,"Fri"
"1809285",153,"Fri"
"1908375",153,"Fri"
"486500",154,"Fri"
"1286480",154,"Fri"
"1309481",154,"Fri"
"1713869",154,"Fri"
"675612",155,"Fri"
"869478",155,"Fri"
"265730",156,"Fri"
"1496683",156,"Fri"
"7339",157,"Fri"
"306905",157,"Fri"
"634799",157,"Fri"
"2049819",157,"Fri"
"710220",158,"Fri"
"1570579",158,"Fri"
"837420",159,"Fri"
"1169631",159,"Fri"
"1760535",159,"Fri"
"1953744",159,"Fri"
"2012017",159,"Fri"
"745324",160,"Fri"
"1346533",160,"Fri"
"1903877",160,"Fri"
"2038469",160,"Fri"
"2081355",160,"Fri"
"10089",161,"Fri"
"121745",161,"Fri"
"467299",161,"Fri"
"730430",161,"Fri"
"760596",161,"Fri"
"873971",161,"Fri"
"1276986",161,"Fri"
"1337278",161,"Fri"
"1570944",161,"Fri"
"2080368",161,"Fri"
"19843",162,"Fri"
"81689",162,"Fri"
"241855",162,"Fri"
"321318",162,"Fri"
"587206",162,"Fri"
"721255",162,"Fri"
"774798",162,"Fri"
"998420",162,"Fri"
"1455959",162,"Fri"
"1846010",162,"Fri"
"33434",163,"Fri"
"166806",163,"Fri"
"776705",163,"Fri"
"884977",163,"Fri"
"938463",163,"Fri"
"1024085",163,"Fri"
"1225393",163,"Fri"
"1400547",163,"Fri"
"1557777",163,"Fri"
"1713904",163,"Fri"
"38398",164,"Fri"
"549003",164,"Fri"
"739695",164,"Fri"
"769381",164,"Fri"
"823913",164,"Fri"
"864019",164,"Fri"
"1607944",164,"Fri"
"1618056",164,"Fri"
"148882",165,"Fri"
"476970",165,"Fri"
"820425",165,"Fri"
"1119337",165,"Fri"
"1263311",165,"Fri"
"1547150",165,"Fri"
"2017474",165,"Fri"
"164603",166,"Fri"
"444532",166,"Fri"
"824453",166,"Fri"
"1129455",166,"Fri"
"1255142",166,"Fri"
"1297648",166,"Fri"
"1423904",166,"Fri"
"1504044",166,"Fri"
"1993568",166,"Fri"
"1432249",167,"Fri"
"1636270",167,"Fri"
"1011112",168,"Fri"
"1698488",168,"Fri"
"1838047",168,"Fri"
"248937",169,"Fri"
"288988",169,"Fri"
"390887",169,"Fri"
"1497224",169,"Fri"
"73245",170,"Fri"
"73415",170,"Fri"
"204057",170,"Fri"
"1330734",170,"Fri"
"1705011",170,"Fri"
"128920",171,"Fri"
"509358",171,"Fri"
"1841960",171,"Fri"
"1367258",172,"Fri"
"1939735",172,"Fri"
"762485",173,"Fri"
"1470439",173,"Fri"
"1688081",173,"Fri"
"1448056",174,"Fri"
"137622",174,"Fri"
"383458",174,"Fri"
"558196",175,"Fri"
"1243914",175,"Fri"
"1269504",175,"Fri"
"1846142",175,"Fri"
"473436",176,"Fri"
"1107698",176,"Fri"
"2047018",176,"Fri"
"2067907",176,"Fri"
"590785",177,"Fri"
"1253108",177,"Fri"
"1982133",177,"Fri"
"398618",178,"Fri"
"1938259",178,"Fri"
"778821",179,"Fri"
"851838",179,"Fri"
"1867239",179,"Fri"
"1288670",180,"Fri"
"647574",180,"Fri"
"240423",181,"Fri"
"1031649",181,"Fri"
"1221432",181,"Fri"
"1873306",181,"Fri"
"10019",182,"Fri"
"266349",182,"Fri"
"1049061",182,"Fri"
"1152246",182,"Fri"
"1312277",182,"Fri"
"1594431",182,"Fri"
"1763807",182,"Fri"
"1786015",182,"Fri"
"1941455",182,"Fri"
"20967",183,"Fri"
"263393",183,"Fri"
"342516",183,"Fri"
"531338",183,"Fri"
"609256",183,"Fri"
"1194287",183,"Fri"
"1425352",183,"Fri"
"1831128",183,"Fri"
"62641",184,"Fri"
"156781",184,"Fri"
"592391",184,"Fri"
"800081",184,"Fri"
"841387",184,"Fri"
"991160",184,"Fri"
"1079396",184,"Fri"
"1524498",184,"Fri"
"1770468",184,"Fri"
"1946142",184,"Fri"
"2074966",184,"Fri"
"72385",185,"Fri"
"92759",185,"Fri"
"536972",185,"Fri"
"557026",185,"Fri"
"580486",185,"Fri"
"952821",185,"Fri"
"1143639",185,"Fri"
"1161488",185,"Fri"
"2047880",185,"Fri"
"169797",186,"Fri"
"211950",186,"Fri"
"398487",186,"Fri"
"888093",186,"Fri"
"1325295",186,"Fri"
"1366970",186,"Fri"
"1636826",186,"Fri"
"1815816",186,"Fri"
"1830983",186,"Fri"
"1936854",186,"Fri"
"1984246",186,"Fri"
"210814",187,"Fri"
"843401",187,"Fri"
"931698",187,"Fri"
"1269351",187,"Fri"
"1297882",187,"Fri"
"1373006",187,"Fri"
"1651940",187,"Fri"
"1706538",187,"Fri"
"1796195",187,"Fri"
"295863",188,"Fri"
"567841",188,"Fri"
"753509",188,"Fri"
"813540",188,"Fri"
"1237943",188,"Fri"
"1317709",188,"Fri"
"1452405",188,"Fri"
"1492679",188,"Fri"
"366288",189,"Fri"
"564947",189,"Fri"
"733929",189,"Fri"
"788040",189,"Fri"
"520109",190,"Fri"
"67063",190,"Fri"
"350693",191,"Fri"
"1360921",191,"Fri"
"1836265",191,"Fri"
"864018",192,"Fri"
"1710455",192,"Fri"
"15466",193,"Fri"
"297404",193,"Fri"
"581794",193,"Fri"
"1111313",193,"Fri"
"1248261",193,"Fri"
"1660198",193,"Fri"
"1997632",193,"Fri"
"38492",194,"Fri"
"131876",194,"Fri"
"733140",194,"Fri"
"805298",194,"Fri"
"821075",194,"Fri"
"1357973",194,"Fri"
"1508923",194,"Fri"
"1549219",194,"Fri"
"48730",195,"Fri"
"128533",195,"Fri"
"440632",195,"Fri"
"484248",195,"Fri"
"1393253",195,"Fri"
"1873375",195,"Fri"
"49375",196,"Fri"
"85750",196,"Fri"
"427493",196,"Fri"
"1134424",196,"Fri"
"1181215",196,"Fri"
"2091426",196,"Fri"
"74613",197,"Fri"
"1280922",197,"Fri"
"1321359",197,"Fri"
"1480813",197,"Fri"
"1901765",197,"Fri"
"2051549",197,"Fri"
"152338",198,"Fri"
"161395",198,"Fri"
"575483",198,"Fri"
"1116329",198,"Fri"
"1241160",198,"Fri"
"1570102",198,"Fri"
"179142",199,"Fri"
"345618",199,"Fri"
"349317",199,"Fri"
"733475",199,"Fri"
"855567",199,"Fri"
"1327711",199,"Fri"
"1763715",199,"Fri"
"1859190",199,"Fri"
"302897",200,"Fri"
"392869",200,"Fri"
"992263",200,"Fri"
"1250700",200,"Fri"
"1796737",200,"Fri"
"1994470",200,"Fri"
"382365",201,"Fri"
"809736",201,"Fri"
"1353005",201,"Fri"
"1430803",201,"Fri"
"1527441",201,"Fri"
"1812811",201,"Fri"
"1993180",201,"Fri"
"580785",202,"Fri"
"838917",202,"Fri"
"1143856",202,"Fri"
"1223310",202,"Fri"
"1267918",202,"Fri"
"1537207",202,"Fri"
"69348",203,"Fri"
"1436888",203,"Fri"
"1945467",203,"Fri"
"1997596",204,"Fri"
"1621849",204,"Fri"
"730966",205,"Fri"
"861673",205,"Fri"
"1599181",205,"Fri"
"1968164",205,"Fri"
"271995",206,"Fri"
"317580",206,"Fri"
"1463759",206,"Fri"
"1564521",206,"Fri"
"338530",207,"Fri"
"580461",207,"Fri"
"1522107",207,"Fri"
"2081231",207,"Fri"
"1394394",208,"Fri"
"850324",208,"Fri"
"1675066",209,"Fri"
"1837225",209,"Fri"
"11053",210,"Fri"
"445535",210,"Fri"
"637544",210,"Fri"
"1310270",210,"Fri"
"1554601",211,"Fri"
"1880304",211,"Fri"
"859038",212,"Fri"
"1459134",212,"Fri"
"969531",213,"Fri"
"1078914",213,"Fri"
"1477221",213,"Fri"
"1689451",213,"Fri"
"565653",214,"Fri"
"674787",214,"Fri"
"909776",214,"Fri"
"546233",215,"Fri"
"1317574",215,"Fri"
"1510967",215,"Fri"
"1742829",215,"Fri"
"1946546",216,"Fri"
"77892",216,"Fri"
"498009",217,"Fri"
"692081",217,"Fri"
"1242773",217,"Fri"
"246860",218,"Fri"
"841314",218,"Fri"
"927280",218,"Fri"
"1966429",218,"Fri"
"590658",219,"Fri"
"645418",219,"Fri"
"1865549",219,"Fri"
"777006",220,"Fri"
"1245603",220,"Fri"
"1883690",220,"Fri"
"750540",221,"Fri"
"1511028",221,"Fri"
"926364",222,"Fri"
"1350073",222,"Fri"
"1406861",222,"Fri"
"1515197",222,"Fri"
"1594599",222,"Fri"
"921294",223,"Fri"
"1115919",223,"Fri"
"1447331",223,"Fri"
"523977",224,"Fri"
"1684728",224,"Fri"
"2087525",224,"Fri"
"245129",225,"Fri"
"496679",225,"Fri"
"640904",225,"Fri"
"783306",226,"Fri"
"1118450",226,"Fri"
"1346148",226,"Fri"
"1960538",226,"Fri"
"103422",227,"Fri"
"691191",227,"Fri"
"1155936",227,"Fri"
"1340628",227,"Fri"
"1645904",227,"Fri"
"186358",228,"Fri"
"340936",228,"Fri"
"590966",228,"Fri"
"1075202",228,"Fri"
"140029",229,"Fri"
"794748",229,"Fri"
"1274841",229,"Fri"
"1623490",229,"Fri"
"612108",230,"Fri"
"1237644",230,"Fri"
"766649",231,"Fri"
"1294321",231,"Fri"
"1320383",231,"Fri"
"622205",232,"Fri"
"938574",232,"Fri"
"941089",232,"Fri"
"395305",233,"Fri"
"893229",233,"Fri"
"1207462",233,"Fri"
"1625046",233,"Fri"
"1936703",233,"Fri"
"559950",234,"Fri"
"841552",234,"Fri"
"1247820",234,"Fri"
"1653780",234,"Fri"
"1131984",235,"Fri"
"17914",235,"Fri"
"1182208",235,"Fri"
"1318220",236,"Fri"
"242353",236,"Fri"
"600044",236,"Fri"
"1377615",237,"Fri"
"1672782",237,"Fri"
"1906453",237,"Fri"
"104006",238,"Fri"
"217095",238,"Fri"
"259974",238,"Fri"
"536034",238,"Fri"
"1498976",238,"Fri"
"410149",239,"Fri"
"1210755",239,"Fri"
"459445",240,"Fri"
"697057",240,"Fri"
"1813380",240,"Fri"
"2035914",240,"Fri"
"2079003",240,"Fri"
"123962",241,"Fri"
"829257",241,"Fri"
"1246785",241,"Fri"
"1844006",241,"Fri"
"887524",242,"Fri"
"1632441",242,"Fri"
"1939208",242,"Fri"
"1484413",243,"Fri"
"1738768",243,"Fri"
"1926243",243,"Fri"
"27343",244,"Fri"
"518180",244,"Fri"
"1887790",244,"Fri"
"242021",245,"Fri"
"407458",245,"Fri"
"1636226",245,"Fri"
"1083263",246,"Fri"
"1414174",246,"Fri"
"1696430",246,"Fri"
"797872",247,"Fri"
"1616612",247,"Fri"
"1825492",247,"Fri"
"2038662",247,"Fri"
"659383",248,"Fri"
"1349555",248,"Fri"
"1713332",248,"Fri"
"138464",249,"Fri"
"1362210",249,"Fri"
"211020",250,"Fri"
"1095099",250,"Fri"
"1769864",250,"Fri"
"396049",251,"Fri"
"1455657",251,"Fri"
"1359667",252,"Fri"
"1877708",252,"Fri"
"227533",253,"Fri"
"892965",253,"Fri"
"998192",253,"Fri"
"977105",254,"Fri"
"2025045",254,"Fri"
"287831",255,"Fri"
"1217734",255,"Fri"
"158275",256,"Fri"
"639721",256,"Fri"
"1718771",256,"Fri"
"848800",257,"Fri"
"947419",257,"Fri"
"1635527",258,"Fri"
"111758",258,"Fri"
"408230",259,"Fri"
"813863",259,"Fri"
"1906865",259,"Fri"
"557868",260,"Fri"
"1185685",260,"Fri"
"156751",261,"Fri"
"950135",261,"Fri"
"1010543",261,"Fri"
"1221993",261,"Fri"
"207530",262,"Fri"
"232274",262,"Fri"
"496101",262,"Fri"
"687781",262,"Fri"
"709754",262,"Fri"
"199078",263,"Fri"
"887962",263,"Fri"
"1388022",263,"Fri"
"992800",264,"Fri"
"1099687",264,"Fri"
"393283",265,"Fri"
"690602",265,"Fri"
"1336232",265,"Fri"
"2010544",265,"Fri"
"203167",266,"Fri"
"1144228",266,"Fri"
"1994529",266,"Fri"
"2083613",267,"Fri"
"1520446",267,"Fri"
"75849",268,"Fri"
"412282",268,"Fri"
"70408",269,"Fri"
"515472",269,"Fri"
"1872990",269,"Fri"
"318567",270,"Fri"
"765755",270,"Fri"
"1000708",270,"Fri"
"626101",271,"Fri"
"855712",271,"Fri"
"1899383",271,"Fri"
"1932219",271,"Fri"
"265933",272,"Fri"
"1166845",272,"Fri"
"1276675",272,"Fri"
"1401559",272,"Fri"
"19162",273,"Fri"
"939891",273,"Fri"
"212191",274,"Fri"
"1758901",274,"Fri"
"69340",275,"Fri"
"1566766",275,"Fri"
"390983",276,"Fri"
"567828",276,"Fri"
"617800",276,"Fri"
"1431963",276,"Fri"
"119370",277,"Fri"
"639730",277,"Fri"
"1554434",277,"Fri"
"1474864",278,"Fri"
"1803086",278,"Fri"
"468242",279,"Fri"
"539386",279,"Fri"
"1108132",279,"Fri"
"1731054",279,"Fri"
"532442",280,"Fri"
"714076",280,"Fri"
"1455313",280,"Fri"
"1295158",281,"Fri"
"1738212",281,"Fri"
"1743350",281,"Fri"
"1952341",281,"Fri"
"1940907",282,"Fri"
"1156947",282,"Fri"
"324556",283,"Fri"
"1416116",283,"Fri"
"410496",283,"Fri"
"372230",284,"Fri"
"1741651",284,"Fri"
"1991592",284,"Fri"
"1209628",285,"Fri"
"1794634",285,"Fri"
"1390240",286,"Fri"
"1946929",286,"Fri"
"2066168",286,"Fri"
"1580124",287,"Fri"
"1617284",287,"Fri"
"197811",288,"Fri"
"303603",288,"Fri"
"437652",288,"Fri"
"936244",288,"Fri"
"535082",289,"Fri"
"120607",289,"Fri"
"203184",290,"Fri"
"2090691",290,"Fri"
"168448",291,"Fri"
"224982",291,"Fri"
"914933",291,"Fri"
"353069",292,"Fri"
"931476",292,"Fri"
"963448",292,"Fri"
"1751670",292,"Fri"
"1836866",292,"Fri"
"562597",293,"Fri"
"1618639",293,"Fri"
"1010817",294,"Fri"
"1727579",294,"Fri"
"837587",295,"Fri"
"1195307",295,"Fri"
"1781105",295,"Fri"
"1051684",296,"Fri"
"1098136",296,"Fri"
"1236601",296,"Fri"
"1852033",296,"Fri"
"281931",297,"Fri"
"579661",297,"Fri"
"1132521",297,"Fri"
"535691",298,"Fri"
"1444056",298,"Fri"
"1740991",299,"Fri"
"1826870",299,"Fri"
"183441",300,"Fri"
"745640",300,"Fri"
"898955",300,"Fri"
"1669109",300,"Fri"
